chr1	10000	10150	0	0	+
chr1	30006	30156	1	0	+
chr1	46916	47066	2	0	+
chr1	64496	64644	3	0	+
chr1	79926	80078	4	0	+
chr1	90685	90833	5	0	+
chr1	103824	103974	6	0	+
chr1	114560	114710	7	0	+
chr1	126108	126258	8	0	+
chr1	144820	144970	9	0	+
chr1	161162	161314	10	0	+
chr1	172244	172396	11	0	+
chr1	182953	183101	12	0	+
chr1	194947	195099	13	0	+
chr1	206779	206931	14	0	+
chr1	226814	226964	15	0	+
chr1	245422	245572	16	0	+
chr1	256249	256399	17	0	+
chr1	275635	275787	18	0	+
chr1	289367	289519	19	0	+
chr1	299594	299744	20	0	+
chr1	314109	314259	21	0	+
chr1	332046	332198	22	0	+
chr1	348530	348682	23	0	+
chr1	364628	364778	24	0	+
chr1	376380	376532	25	0	+
chr1	390386	390536	26	0	+
chr1	402641	402789	27	0	+
chr1	413710	413860	28	0	+
chr1	426416	426568	29	0	+
chr1	443604	443756	30	0	+
chr1	457828	457978	31	0	+
chr1	470594	470744	32	0	+
chr1	490143	490293	33	0	+
chr1	502204	502354	34	0	+
chr1	521311	521459	35	0	+
chr1	534432	534580	36	0	+
chr1	545637	545787	37	0	+
chr1	562153	562305	38	0	+
chr1	578410	578560	39	0	+
chr1	590263	590415	40	0	+
chr1	605278	605428	41	0	+
chr1	616903	617053	42	0	+
chr1	629270	629418	43	0	+
chr1	646131	646283	44	0	+
chr1	660348	660498	45	0	+
chr1	678259	678407	46	0	+
chr1	688471	688619	47	0	+
chr1	707232	707380	48	0	+
chr1	717399	717549	49	0	+
chr1	728748	728900	50	0	+
chr1	748811	748963	51	0	+
chr1	760455	760605	52	0	+
chr1	775024	775176	53	0	+
chr1	790823	790973	54	0	+
chr1	806706	806856	55	0	+
chr1	816921	817071	56	0	+
chr1	833649	833799	57	0	+
chr1	848840	848992	58	0	+
chr1	862419	862569	59	0	+
chr1	880992	881144	60	0	+
chr1	894545	894695	61	0	+
chr1	909521	909671	62	0	+
chr1	925171	925323	63	0	+
chr1	941221	941371	64	0	+
chr1	956936	957088	65	0	+
chr1	970569	970719	66	0	+
chr1	983138	983290	67	0	+
chr1	999654	999804	68	0	+
chr1	1013748	1013900	69	0	+
chr1	1031992	1032140	70	0	+
chr1	1046526	1046676	71	0	+
chr1	1065724	1065874	72	0	+
chr1	1081715	1081865	73	0	+
chr1	1092884	1093032	74	0	+
chr1	1108575	1108725	75	0	+
chr1	1124380	1124530	76	0	+
chr1	1139306	1139458	77	0	+
chr1	1158283	1158433	78	0	+
chr1	1169237	1169385	79	0	+
chr1	1180767	1180919	80	0	+
chr1	1196577	1196727	81	0	+
chr1	1210007	1210157	82	0	+
chr1	1229633	1229781	83	0	+
chr1	1241870	1242020	84	0	+
chr1	1257754	1257906	85	0	+
chr1	1267957	1268107	86	0	+
chr1	1286174	1286324	87	0	+
chr1	1296724	1296874	88	0	+
chr1	1311958	1312110	89	0	+
chr1	1324654	1324802	90	0	+
chr1	1338008	1338156	91	0	+
chr1	1348408	1348558	92	0	+
chr1	1367838	1367986	93	0	+
chr1	1379263	1379415	94	0	+
chr1	1396812	1396962	95	0	+
chr1	1414676	1414826	96	0	+
chr1	1434459	1434609	97	0	+
chr1	1445961	1446111	98	0	+
chr1	1460234	1460382	99	0	+
chr1	1475537	1475687	100	0	+
chr1	1487129	1487279	101	0	+
chr1	1498246	1498396	102	0	+
chr1	1512708	1512856	103	0	+
chr1	1532386	1532536	104	0	+
chr1	1546429	1546579	105	0	+
chr1	1563766	1563918	106	0	+
chr1	1580106	1580254	107	0	+
chr1	1595430	1595580	108	0	+
chr1	1612511	1612661	109	0	+
chr1	1630294	1630446	110	0	+
chr1	1643136	1643286	111	0	+
chr1	1654858	1655010	112	0	+
chr1	1672057	1672205	113	0	+
chr1	1691515	1691665	114	0	+
chr1	1710576	1710726	115	0	+
chr1	1727955	1728103	116	0	+
chr1	1742674	1742824	117	0	+
chr1	1759466	1759616	118	0	+
chr1	1777963	1778115	119	0	+
chr1	1793875	1794023	120	0	+
chr1	1806583	1806735	121	0	+
chr1	1821485	1821633	122	0	+
chr1	1835993	1836143	123	0	+
chr1	1847032	1847180	124	0	+
chr1	1858621	1858773	125	0	+
chr1	1874541	1874689	126	0	+
chr1	1891302	1891452	127	0	+
chr1	1911320	1911472	128	0	+
chr1	1922149	1922301	129	0	+
chr1	1942131	1942281	130	0	+
chr1	1961050	1961200	131	0	+
chr1	1972403	1972553	132	0	+
chr1	1990949	1991097	133	0	+
chr1	2011020	2011170	134	0	+
chr1	2023312	2023462	135	0	+
chr1	2033671	2033823	136	0	+
chr1	2053071	2053221	137	0	+
chr1	2065831	2065981	138	0	+
chr1	2082874	2083024	139	0	+
chr1	2095278	2095426	140	0	+
chr1	2108004	2108154	141	0	+
chr1	2118663	2118813	142	0	+
chr1	2137610	2137758	143	0	+
chr1	2155900	2156048	144	0	+
chr1	2172791	2172943	145	0	+
chr1	2187522	2187670	146	0	+
chr1	2197943	2198093	147	0	+
chr1	2208636	2208784	148	0	+
chr1	2227553	2227703	149	0	+
chr1	2244778	2244930	150	0	+
chr1	2264022	2264174	151	0	+
chr1	2277912	2278062	152	0	+
chr1	2291760	2291910	153	0	+
chr1	2304349	2304499	154	0	+
chr1	2320284	2320434	155	0	+
chr1	2338816	2338968	156	0	+
chr1	2353430	2353578	157	0	+
chr1	2372475	2372623	158	0	+
chr1	2392337	2392487	159	0	+
chr1	2411993	2412145	160	0	+
chr1	2424724	2424874	161	0	+
chr1	2439505	2439653	162	0	+
chr1	2451856	2452008	163	0	+
chr1	2466545	2466695	164	0	+
chr1	2486516	2486666	165	0	+
chr1	2500026	2500174	166	0	+
chr1	2515518	2515668	167	0	+
chr1	2526709	2526861	168	0	+
