chr1	10000	10291	0	0	+
chr1	24886	25179	1	0	+
chr1	37334	37627	2	0	+
chr1	48273	48564	3	0	+
chr1	68485	68776	4	0	+
chr1	84075	84366	5	0	+
chr1	99248	99539	6	0	+
chr1	115034	115329	7	0	+
chr1	125479	125772	8	0	+
chr1	144384	144677	9	0	+
chr1	161419	161710	10	0	+
chr1	175347	175638	11	0	+
chr1	187304	187597	12	0	+
chr1	197998	198291	13	0	+
chr1	217039	217332	14	0	+
chr1	234219	234512	15	0	+
chr1	249920	250215	16	0	+
chr1	268030	268321	17	0	+
chr1	284991	285286	18	0	+
chr1	302905	303198	19	0	+
chr1	323110	323401	20	0	+
chr1	336700	336991	21	0	+
chr1	350528	350821	22	0	+
chr1	367995	368288	23	0	+
chr1	385704	385999	24	0	+
chr1	400380	400673	25	0	+
chr1	419114	419407	26	0	+
chr1	433885	434176	27	0	+
chr1	445238	445531	28	0	+
chr1	463894	464185	29	0	+
chr1	483181	483474	30	0	+
chr1	498248	498541	31	0	+
chr1	510375	510670	32	0	+
chr1	530346	530641	33	0	+
chr1	542575	542866	34	0	+
chr1	560957	561252	35	0	+
chr1	574809	575104	36	0	+
chr1	592988	593281	37	0	+
chr1	603433	603724	38	0	+
chr1	623279	623570	39	0	+
chr1	642547	642838	40	0	+
chr1	658043	658338	41	0	+
chr1	670872	671165	42	0	+
chr1	687547	687842	43	0	+
chr1	698073	698368	44	0	+
chr1	714156	714449	45	0	+
chr1	729041	729332	46	0	+
chr1	748883	749178	47	0	+
chr1	767895	768186	48	0	+
chr1	779480	779773	49	0	+
chr1	794788	795079	50	0	+
chr1	809030	809325	51	0	+
chr1	821978	822269	52	0	+
chr1	841789	842082	53	0	+
chr1	852510	852801	54	0	+
chr1	869710	870003	55	0	+
chr1	889062	889357	56	0	+
chr1	906968	907261	57	0	+
chr1	917961	918254	58	0	+
chr1	928657	928952	59	0	+
chr1	940461	940754	60	0	+
chr1	953428	953723	61	0	+
chr1	966481	966774	62	0	+
